wavelength_center,wavelength_start,wavelength_end,abundance,error_abu_minus,error_abu_plus,chi2_red,p_value
14668.345,14667.93965726026,14668.714184616394,7.183417358398438,0.004138079119159421,0.027343402362322244,0.4065025891626573,0.9443658670904818
14672.116,14671.812294040928,14672.431915925836,7.029882812499999,0.06842135103853764,0.06771478509759898,0.09405511859576496,0.9993810102040291
14672.779,14672.50936866145,14673.361348753195,6.85,0.0,0.02552552552552534,0.2557565185828533,0.9929699235156428
14673.008,14672.50936866145,14673.361348753195,6.85,0.0,0.02552552552552534,0.2557565185828533,0.9929699235156428
14814.734,14814.325327569528,14815.487118603729,7.212816406249999,0.0165201099537029,0.016663073229480574,0.40522738408398307,0.9784003145177558
14826.408,14825.943237911533,14826.950123474508,7.2610626220703125,0.023074634082324685,0.004152593144902461,1.2378891167534727,0.24416785847782796
14838.275,14837.638600989152,14838.877844758967,7.193247436523437,0.008012201288202014,0.020065876789876036,1.250524526782762,0.21984289276791769
14863.668,14863.198003741563,14864.127436568926,7.41572265625,0.02543236595970999,-0.00586279639014009,1.6898054714188069,0.06201241641556399
14867.607,14867.22554599346,14868.15497882082,7.269647216796875,0.02740497455463231,0.012585015435357505,1.7148258271808774,0.056913602659663054
14897.405,14896.967396468994,14897.896829296355,7.200439453125,0.014353367038913767,0.023084070398523338,0.7103579910956507,0.7429346848011675
14931.852,14931.433863816943,14932.28584390869,7.314970703124999,0.031036769191064906,0.03532959717530115,0.15026582797078378,0.9993911758272219
14979.695,14979.299654426006,14980.07418178214,7.235757812500001,0.020742797484985864,0.01669463995245124,0.4645021546501393,0.9135958760728461
14987.293,14986.890022516116,14987.742002607863,7.185787109375001,0.03203335562124732,0.04879747520958322,0.06815181191751092,0.9999885264655619
14988.778,14988.36162449277,14989.368510055743,7.184119506835938,-0.0002648775484468402,0.020685297968866756,0.4357408788796601,0.957511764984275
15017.7,15017.251494876557,15018.103474968304,7.21559326171875,0.022700368825857353,0.022394726269237886,0.09692103904072796,0.9999302914032335
15194.49,15194.07609028188,15194.928070373626,7.249203491210937,0.021425713433159466,0.010906618899173104,0.2033954455853118,0.9974731659825868
15343.788,15343.404964544457,15344.256944636201,7.252389526367187,0.021208345186005673,0.0077205837429232815,1.4077050282610557,0.16136234671794836
15395.718,15395.2208446698,15396.305182968386,7.266018676757812,0.021223881963017277,-0.002505163244299169,1.1974235804135784,0.26897650050632194
15648.51,15648.026573711839,15648.956006539198,7.248052978515625,0.021126051588698402,0.011206280743634167,0.21973484714947045,0.9976100499561047
15741.918,15741.434572861563,15742.441458424535,7.3245947265625,0.02449462646239997,-0.014284416252190013,0.4432338765172581,0.9543860391209793
15821.712,15821.210890543334,15822.140323370693,7.256903076171875,0.01891508818388754,0.002356183087384167,0.9207379936041122,0.5247364313646281
15911.302,15910.901158383615,15911.830591210974,7.281821289062501,-0.006366899125687553,0.019980512739301126,1.32647273431785,0.19503596716854565
15964.865,15964.266093221226,15965.427884255427,7.235757812500001,0.01989194663413496,0.01669463995245124,0.15200538284771625,0.9999298374148105
16040.654,16040.247226857942,16041.176659685303,7.2581420898437505,0.021855803557464526,0.004520572818911717,0.7218394198307116,0.7314906444802687
16180.9,16180.514131053755,16181.3661111455,7.312653808593749,0.016807962747903638,0.001059905119964455,0.4658441941089836,0.9249982661210169
16318.691,16318.147642238713,16319.231980537299,7.308376464843749,0.013381469848754435,0.00278469631741185,0.43528198124852463,0.9640676399796801
16324.452,16323.956597409715,16325.0409357083,7.41667724609375,0.019580148996652724,-0.012773342189845494,2.4801734124328685,0.0016155707632540262
16436.621,16436.185611313485,16437.115044140846,7.229558715820312,0.019648805910402523,0.020341184079587293,0.4425992060265952,0.94676928683829
16486.667,16486.0651730485,16487.226964082696,7.361770629882812,0.01657543468761613,0.0029941348819528812,1.2164887874467336,0.2498859485771069
16517.223,16516.73645635139,16517.665889178752,7.39590087890625,0.00731229031766123,0.008003024997654151,0.6686857904122083,0.7832340763588599
17020.74,17020.33414330952,17021.26357613688,7.2566375732421875,0.024605541210155124,0.007726791122176557,0.8549455790281587,0.5932197757683515
17200.312,17199.86958446131,17200.876470024283,7.192281982421875,0.009599299739192269,0.02443473429484211,0.18456649867798378,0.9993765885475548
17257.564,17256.952250608363,17258.191494378178,7.409433593750001,0.014038198354605846,-0.005529689846096808,1.7201210561538998,0.03603389351717501
17453.84,17453.217482652643,17454.379273686845,7.345616455078124,0.006377215838885064,0.011490652028983028,0.2805417227082627,0.9969721158277626
17577.793,17577.29676510526,17578.381103403848,6.920507812500001,0.02966697165916088,-0.009246551238740075,0.1424932299840295,0.9999180521612299
17695.936,17695.41218691565,17696.651430685466,7.279949951171876,-0.015895894673970012,0.02015014892822453,1.8614666858081155,0.019157925322855318
17706.615,17706.023211694683,17707.185002728882,7.1713930664062495,-0.01554387053068762,0.022350677337493963,1.7765743801763958,0.03173319106546724
17717.133,17716.5567837381,17717.7185747723,7.10537353515625,0.009477639260354387,-0.00011827990099533281,1.1415443659891813,0.3115550521038325
17755.158,17754.586076924264,17755.747867958464,7.367371826171874,0.018773227573276152,-0.006861315661364387,0.4646689356993396,0.9584759425949759
17771.123,17770.54134046062,17771.780584230433,7.22475927734375,0.02420872679319963,0.024289771705298335,0.8038925696702417,0.6827994409513142
17839.818,17839.24191694968,17840.403707983874,7.348132934570312,0.012297098734476819,0.012377575940197616,3.2484826280676167,1.9399053500679386e-05
17843.377,17842.64983731667,17843.88908108648,7.207535644531251,0.018046155041761658,0.019391282395676335,0.9910751429329471,0.46297079836153054
